rep	fold	n	n_pos	n_neg	stratum
POS_DRAMP_DRAMP34760	val	1	1	0	pos_only
POS_DRAMP_DRAMP34762	test	1	1	0	pos_only
POS_DRAMP_DRAMP34763	train	1	1	0	pos_only
POS_DRAMP_DRAMP34770	train	1	1	0	pos_only
POS_DRAMP_DRAMP34771	train	1	1	0	pos_only
POS_DRAMP_DRAMP34772	train	1	1	0	pos_only
POS_DRAMP_DRAMP34773	test	1	1	0	pos_only
POS_DRAMP_DRAMP34774	test	1	1	0	pos_only
POS_DRAMP_DRAMP34775	train	1	1	0	pos_only
POS_DRAMP_DRAMP34776	test	1	1	0	pos_only
POS_DRAMP_DRAMP34777	val	1	1	0	pos_only
POS_DRAMP_DRAMP34782	train	1	1	0	pos_only
POS_DRAMP_DRAMP34783	val	1	1	0	pos_only
POS_DRAMP_DRAMP34784	train	5	5	0	pos_only
POS_DRAMP_DRAMP34785	test	1	1	0	pos_only
POS_DRAMP_DRAMP34786	test	1	1	0	pos_only
POS_DRAMP_DRAMP34787	train	1	1	0	pos_only
POS_DRAMP_DRAMP34788	train	1	1	0	pos_only
POS_DRAMP_DRAMP34789	train	1	1	0	pos_only
POS_DRAMP_DRAMP34790	train	1	1	0	pos_only
POS_DRAMP_DRAMP34791	train	3	3	0	pos_only
POS_DRAMP_DRAMP34792	test	1	1	0	pos_only
POS_DRAMP_DRAMP34793	train	1	1	0	pos_only
POS_DRAMP_DRAMP34794	train	1	1	0	pos_only
POS_DRAMP_DRAMP34795	val	1	1	0	pos_only
POS_DRAMP_DRAMP34797	train	1	1	0	pos_only
POS_DRAMP_DRAMP34798	train	1	1	0	pos_only
POS_DRAMP_DRAMP34799	test	1	1	0	pos_only
POS_DRAMP_DRAMP34800	train	1	1	0	pos_only
POS_DRAMP_DRAMP34801	train	1	1	0	pos_only
POS_DRAMP_DRAMP34802	train	1	1	0	pos_only
POS_DRAMP_DRAMP34803	train	1	1	0	pos_only
POS_DRAMP_DRAMP34804	test	1	1	0	pos_only
POS_DRAMP_DRAMP34806	train	1	1	0	pos_only
POS_DRAMP_DRAMP34807	train	1	1	0	pos_only
POS_DRAMP_DRAMP34810	train	2	2	0	pos_only
POS_DRAMP_DRAMP34811	val	1	1	0	pos_only
POS_DRAMP_DRAMP34812	test	1	1	0	pos_only
POS_DRAMP_DRAMP34813	train	1	1	0	pos_only
POS_DRAMP_DRAMP34814	train	1	1	0	pos_only
POS_DRAMP_DRAMP34815	test	1	1	0	pos_only
POS_DRAMP_DRAMP34816	train	1	1	0	pos_only
POS_DRAMP_DRAMP34817	train	1	1	0	pos_only
POS_DRAMP_DRAMP34818	train	1	1	0	pos_only
POS_DRAMP_DRAMP34819	train	1	1	0	pos_only
POS_DRAMP_DRAMP34820	train	1	1	0	pos_only
POS_DRAMP_DRAMP34821	train	1	1	0	pos_only
POS_DRAMP_DRAMP34822	test	1	1	0	pos_only
POS_DRAMP_DRAMP34823	train	1	1	0	pos_only
POS_DRAMP_DRAMP34825	val	1	1	0	pos_only
POS_DRAMP_DRAMP34826	train	1	1	0	pos_only
POS_DRAMP_DRAMP34827	test	2	2	0	pos_only
POS_DRAMP_DRAMP34828	val	1	1	0	pos_only
POS_DRAMP_DRAMP34829	train	1	1	0	pos_only
POS_DRAMP_DRAMP34830	train	1	1	0	pos_only
POS_DRAMP_DRAMP34831	val	2	2	0	pos_only
POS_DRAMP_DRAMP34832	val	5	5	0	pos_only
POS_DRAMP_DRAMP34833	train	1	1	0	pos_only
POS_DRAMP_DRAMP34834	train	1	1	0	pos_only
POS_DRAMP_DRAMP34835	train	1	1	0	pos_only
POS_DRAMP_DRAMP34838	test	1	1	0	pos_only
POS_DRAMP_DRAMP34839	train	1	1	0	pos_only
POS_DRAMP_DRAMP34841	train	5	5	0	pos_only
POS_DRAMP_DRAMP34843	test	1	1	0	pos_only
POS_DRAMP_DRAMP34844	train	1	1	0	pos_only
POS_DRAMP_DRAMP34850	train	2	2	0	pos_only
POS_DRAMP_DRAMP34851	train	3	3	0	pos_only
POS_DRAMP_DRAMP34854	train	1	1	0	pos_only
POS_DRAMP_DRAMP34855	test	2	2	0	pos_only
POS_DRAMP_DRAMP34857	train	1	1	0	pos_only
POS_DRAMP_DRAMP34859	val	1	1	0	pos_only
POS_DRAMP_DRAMP34860	train	1	1	0	pos_only
POS_DRAMP_DRAMP34861	train	1	1	0	pos_only
POS_DRAMP_DRAMP34862	train	3	3	0	pos_only
POS_DRAMP_DRAMP34863	train	1	1	0	pos_only
POS_DRAMP_DRAMP34864	train	1	1	0	pos_only
POS_DRAMP_DRAMP34865	train	2	2	0	pos_only
POS_DRAMP_DRAMP34867	train	1	1	0	pos_only
POS_DRAMP_DRAMP34868	test	1	1	0	pos_only
POS_DRAMP_DRAMP34870	train	2	2	0	pos_only
POS_DRAMP_DRAMP34871	train	1	1	0	pos_only
POS_DRAMP_DRAMP34873	train	1	1	0	pos_only
POS_DRAMP_DRAMP34874	test	1	1	0	pos_only
POS_DRAMP_DRAMP34875	val	1	1	0	pos_only
POS_DRAMP_DRAMP34876	train	1	1	0	pos_only
POS_DRAMP_DRAMP34877	train	1	1	0	pos_only
POS_DRAMP_DRAMP34901	test	1	1	0	pos_only
POS_DRAMP_DRAMP34914	train	1	1	0	pos_only
POS_DRAMP_DRAMP34916	test	1	1	0	pos_only
POS_DRAMP_DRAMP34925	train	1	1	0	pos_only
POS_DRAMP_DRAMP34926	test	1	1	0	pos_only
POS_DRAMP_DRAMP34927	val	1	1	0	pos_only
POS_DRAMP_DRAMP34928	train	2	2	0	pos_only
POS_DRAMP_DRAMP34939	train	1	1	0	pos_only
POS_DRAMP_DRAMP34940	train	1	1	0	pos_only
POS_DRAMP_DRAMP34945	val	1	1	0	pos_only
POS_DRAMP_DRAMP34946	train	2	2	0	pos_only
POS_DRAMP_DRAMP34950	train	1	1	0	pos_only
POS_DRAMP_DRAMP34951	train	1	1	0	pos_only
POS_DRAMP_DRAMP34952	val	1	1	0	pos_only
POS_DRAMP_DRAMP34953	test	1	1	0	pos_only
POS_DRAMP_DRAMP34956	val	1	1	0	pos_only
POS_DRAMP_DRAMP34957	train	2	2	0	pos_only
POS_DRAMP_DRAMP34959	train	4	4	0	pos_only
POS_DRAMP_DRAMP34966	train	1	1	0	pos_only
POS_DRAMP_DRAMP34967	train	2	2	0	pos_only
POS_DRAMP_DRAMP34968	train	1	1	0	pos_only
POS_DRAMP_DRAMP34969	train	2	2	0	pos_only
POS_DRAMP_DRAMP34971	train	1	1	0	pos_only
POS_DRAMP_DRAMP34972	train	1	1	0	pos_only
POS_DRAMP_DRAMP34973	train	1	1	0	pos_only
POS_DRAMP_DRAMP34974	test	1	1	0	pos_only
POS_DRAMP_DRAMP34977	train	1	1	0	pos_only
POS_DRAMP_DRAMP34980	test	1	1	0	pos_only
POS_DRAMP_DRAMP34983	train	1	1	0	pos_only
POS_DRAMP_DRAMP35002	train	1	1	0	pos_only
POS_DRAMP_DRAMP35003	train	1	1	0	pos_only
POS_DRAMP_DRAMP35004	train	1	1	0	pos_only
POS_DRAMP_DRAMP35005	train	1	1	0	pos_only
POS_DRAMP_DRAMP35006	val	1	1	0	pos_only
POS_DRAMP_DRAMP35036	train	1	1	0	pos_only
POS_DRAMP_DRAMP35037	test	1	1	0	pos_only
POS_DRAMP_DRAMP35038	train	1	1	0	pos_only
POS_DRAMP_DRAMP35040	train	1	1	0	pos_only
POS_DRAMP_DRAMP35042	train	1	1	0	pos_only
POS_DRAMP_DRAMP35045	train	2	2	0	pos_only
POS_DRAMP_DRAMP35046	val	2	2	0	pos_only
POS_DRAMP_DRAMP35055	train	1	1	0	pos_only
POS_DRAMP_DRAMP35056	train	19	19	0	pos_only
POS_DRAMP_DRAMP35057	train	1	1	0	pos_only
POS_DRAMP_DRAMP35058	train	1	1	0	pos_only
POS_DRAMP_DRAMP35060	test	1	1	0	pos_only
POS_DRAMP_DRAMP35063	train	1	1	0	pos_only
POS_DRAMP_DRAMP35064	test	3	3	0	pos_only
POS_DRAMP_DRAMP35069	train	3	3	0	pos_only
POS_DRAMP_DRAMP35070	val	4	4	0	pos_only
POS_DRAMP_DRAMP35075	train	2	2	0	pos_only
POS_DRAMP_DRAMP35076	val	1	1	0	pos_only
POS_DRAMP_DRAMP35078	val	1	1	0	pos_only
POS_DRAMP_DRAMP35079	train	1	1	0	pos_only
POS_DRAMP_DRAMP35080	train	1	1	0	pos_only
POS_DRAMP_DRAMP35081	test	1	1	0	pos_only
POS_DRAMP_DRAMP35082	train	1	1	0	pos_only
POS_DRAMP_DRAMP35083	train	1	1	0	pos_only
POS_DRAMP_DRAMP35084	train	1	1	0	pos_only
POS_DRAMP_DRAMP35085	train	1	1	0	pos_only
POS_DRAMP_DRAMP35086	val	2	2	0	pos_only
POS_DRAMP_DRAMP35087	train	1	1	0	pos_only
POS_DRAMP_DRAMP35088	train	3	3	0	pos_only
POS_DRAMP_DRAMP35089	test	1	1	0	pos_only
POS_DRAMP_DRAMP35112	train	1	1	0	pos_only
POS_DRAMP_DRAMP35119	val	1	1	0	pos_only
POS_DRAMP_DRAMP35121	train	4	4	0	pos_only
POS_DRAMP_DRAMP35122	train	2	2	0	pos_only
POS_DRAMP_DRAMP35124	train	1	1	0	pos_only
POS_DRAMP_DRAMP35126	train	1	1	0	pos_only
POS_DRAMP_DRAMP35136	train	1	1	0	pos_only
POS_DRAMP_DRAMP35154	train	2	2	0	pos_only
POS_DRAMP_DRAMP35156	test	1	1	0	pos_only
POS_DRAMP_DRAMP35157	test	2	2	0	pos_only
POS_DRAMP_DRAMP35161	train	1	1	0	pos_only
POS_DRAMP_DRAMP35177	train	1	1	0	pos_only
POS_DRAMP_DRAMP35178	val	1	1	0	pos_only
POS_DRAMP_DRAMP35179	train	1	1	0	pos_only
POS_DRAMP_DRAMP35181	train	2	2	0	pos_only
POS_DRAMP_DRAMP35183	train	1	1	0	pos_only
POS_DRAMP_DRAMP35187	train	1	1	0	pos_only
POS_DRAMP_DRAMP35189	test	2	2	0	pos_only
POS_DRAMP_DRAMP35191	train	1	1	0	pos_only
POS_DRAMP_DRAMP35199	train	2	2	0	pos_only
POS_DRAMP_DRAMP35248	train	7	7	0	pos_only
POS_DRAMP_DRAMP35253	train	1	1	0	pos_only
POS_DRAMP_DRAMP35254	train	1	1	0	pos_only
POS_DRAMP_DRAMP35255	train	7	7	0	pos_only
POS_DRAMP_DRAMP35256	train	1	1	0	pos_only
POS_DRAMP_DRAMP35258	test	1	1	0	pos_only
POS_DRAMP_DRAMP35259	train	13	13	0	pos_only
POS_DRAMP_DRAMP35276	train	1	1	0	pos_only
POS_DRAMP_DRAMP35279	train	1	1	0	pos_only
POS_DRAMP_DRAMP35280	test	1	1	0	pos_only
POS_DRAMP_DRAMP35284	train	1	1	0	pos_only
POS_DRAMP_DRAMP35285	train	1	1	0	pos_only
POS_DRAMP_DRAMP35299	train	1	1	0	pos_only
POS_DRAMP_DRAMP35302	train	1	1	0	pos_only
POS_DRAMP_DRAMP35303	val	1	1	0	pos_only
POS_DRAMP_DRAMP35304	train	7	7	0	pos_only
POS_DRAMP_DRAMP35308	train	2	2	0	pos_only
POS_DRAMP_DRAMP35309	train	3	3	0	pos_only
POS_DRAMP_DRAMP35312	val	1	1	0	pos_only
POS_DRAMP_DRAMP35316	test	3	3	0	pos_only
POS_DRAMP_DRAMP35321	train	4	4	0	pos_only
POS_DRAMP_DRAMP35328	train	1	1	0	pos_only
POS_DRAMP_DRAMP35363	test	1	1	0	pos_only
POS_DRAMP_DRAMP35369	train	1	1	0	pos_only
POS_DRAMP_DRAMP35370	train	1	1	0	pos_only
POS_DRAMP_DRAMP35376	train	1	1	0	pos_only
POS_DRAMP_DRAMP35377	train	1	1	0	pos_only
POS_DRAMP_DRAMP35387	train	3	3	0	pos_only
POS_DRAMP_DRAMP35395	train	1	1	0	pos_only
POS_DRAMP_DRAMP35396	train	1	1	0	pos_only
POS_DRAMP_DRAMP35397	train	1	1	0	pos_only
POS_DRAMP_DRAMP35398	train	1	1	0	pos_only
POS_DRAMP_DRAMP35399	train	2	2	0	pos_only
POS_DRAMP_DRAMP35406	train	1	1	0	pos_only
POS_DRAMP_DRAMP35407	train	1	1	0	pos_only
POS_DRAMP_DRAMP35424	test	5	5	0	pos_only
POS_DRAMP_DRAMP35425	train	2	2	0	pos_only
POS_DRAMP_DRAMP35427	train	1	1	0	pos_only
POS_DRAMP_DRAMP35428	train	1	1	0	pos_only
POS_DRAMP_DRAMP35459	train	1	1	0	pos_only
POS_DRAMP_DRAMP35460	train	1	1	0	pos_only
POS_DRAMP_DRAMP35461	test	1	1	0	pos_only
POS_DRAMP_DRAMP35462	train	1	1	0	pos_only
POS_DRAMP_DRAMP35463	train	1	1	0	pos_only
POS_DRAMP_DRAMP35464	train	1	1	0	pos_only
POS_DRAMP_DRAMP35465	val	1	1	0	pos_only
POS_DRAMP_DRAMP35466	train	1	1	0	pos_only
POS_DRAMP_DRAMP35467	val	1	1	0	pos_only
POS_DRAMP_DRAMP35468	train	1	1	0	pos_only
POS_DRAMP_DRAMP35477	train	1	1	0	pos_only
POS_DRAMP_DRAMP35480	train	1	1	0	pos_only
POS_DRAMP_DRAMP35481	val	1	1	0	pos_only
POS_DRAMP_DRAMP35482	train	1	1	0	pos_only
POS_DRAMP_DRAMP35483	train	1	1	0	pos_only
POS_DRAMP_DRAMP35484	test	1	1	0	pos_only
POS_DRAMP_DRAMP35485	train	1	1	0	pos_only
POS_DRAMP_DRAMP35487	train	55	55	0	pos_only
POS_DRAMP_DRAMP35488	train	2	2	0	pos_only
POS_DRAMP_DRAMP35489	train	9	9	0	pos_only
POS_DRAMP_DRAMP35490	train	1	1	0	pos_only
POS_DRAMP_DRAMP35494	train	1	1	0	pos_only
POS_DRAMP_DRAMP35495	train	1	1	0	pos_only
POS_DRAMP_DRAMP35527	train	1	1	0	pos_only
POS_DRAMP_DRAMP35529	train	1	1	0	pos_only
POS_DRAMP_DRAMP35530	test	1	1	0	pos_only
POS_DRAMP_DRAMP35531	train	1	1	0	pos_only
POS_DRAMP_DRAMP35532	val	1	1	0	pos_only
POS_DRAMP_DRAMP35533	train	1	1	0	pos_only
POS_DRAMP_DRAMP35534	train	1	1	0	pos_only
POS_DRAMP_DRAMP35535	train	1	1	0	pos_only
POS_DRAMP_DRAMP35536	train	1	1	0	pos_only
POS_DRAMP_DRAMP35541	train	1	1	0	pos_only
POS_DRAMP_DRAMP35544	val	1	1	0	pos_only
POS_DRAMP_DRAMP35601	val	1	1	0	pos_only
POS_DRAMP_DRAMP35602	train	2	2	0	pos_only
POS_DRAMP_DRAMP35607	val	1	1	0	pos_only
POS_DRAMP_DRAMP35614	train	2	2	0	pos_only
POS_DRAMP_DRAMP35616	test	1	1	0	pos_only
POS_DRAMP_DRAMP35617	train	1	1	0	pos_only
POS_DRAMP_DRAMP35618	train	1	1	0	pos_only
POS_DRAMP_DRAMP35621	train	1	1	0	pos_only
POS_DRAMP_DRAMP35624	train	1	1	0	pos_only
POS_DRAMP_DRAMP35625	train	1	1	0	pos_only
POS_DRAMP_DRAMP35626	train	2	2	0	pos_only
POS_DRAMP_DRAMP35627	train	1	1	0	pos_only
POS_DRAMP_DRAMP35629	train	1	1	0	pos_only
POS_DRAMP_DRAMP35630	train	1	1	0	pos_only
POS_DRAMP_DRAMP35635	train	14	14	0	pos_only
POS_DRAMP_DRAMP35637	train	1	1	0	pos_only
POS_DRAMP_DRAMP35638	val	1	1	0	pos_only
POS_DRAMP_DRAMP35639	train	1	1	0	pos_only
POS_DRAMP_DRAMP35640	train	1	1	0	pos_only
POS_DRAMP_DRAMP35647	train	2	2	0	pos_only
POS_DRAMP_DRAMP35648	train	1	1	0	pos_only
POS_DRAMP_DRAMP35649	val	2	2	0	pos_only
POS_DRAMP_DRAMP35651	test	1	1	0	pos_only
POS_DRAMP_DRAMP35652	train	1	1	0	pos_only
POS_DRAMP_DRAMP35653	train	4	4	0	pos_only
POS_DRAMP_DRAMP35657	train	1	1	0	pos_only
POS_DRAMP_DRAMP35658	train	1	1	0	pos_only
POS_DRAMP_DRAMP35661	train	12	12	0	pos_only
POS_DRAMP_DRAMP35662	train	1	1	0	pos_only
POS_DRAMP_DRAMP35663	train	1	1	0	pos_only
POS_DRAMP_DRAMP35664	train	1	1	0	pos_only
POS_DRAMP_DRAMP35666	val	1	1	0	pos_only
POS_DRAMP_DRAMP35668	train	8	8	0	pos_only
POS_DRAMP_DRAMP35677	val	1	1	0	pos_only
POS_DRAMP_DRAMP35678	val	1	1	0	pos_only
POS_DRAMP_DRAMP35681	test	1	1	0	pos_only
POS_DRAMP_DRAMP35682	train	1	1	0	pos_only
POS_DRAMP_DRAMP35683	test	1	1	0	pos_only
POS_DRAMP_DRAMP35685	train	1	1	0	pos_only
POS_DRAMP_DRAMP35686	val	1	1	0	pos_only
POS_DRAMP_DRAMP35689	train	1	1	0	pos_only
POS_DRAMP_DRAMP35690	train	1	1	0	pos_only
POS_DRAMP_DRAMP35691	train	1	1	0	pos_only
POS_DRAMP_DRAMP35692	val	1	1	0	pos_only
POS_DRAMP_DRAMP35693	train	1	1	0	pos_only
POS_DRAMP_DRAMP35694	train	1	1	0	pos_only
POS_DRAMP_DRAMP35695	test	2	2	0	pos_only
POS_DRAMP_DRAMP35696	train	1	1	0	pos_only
POS_DRAMP_DRAMP35697	val	1	1	0	pos_only
POS_DRAMP_DRAMP35699	val	1	1	0	pos_only
POS_DRAMP_DRAMP35700	test	1	1	0	pos_only
POS_DRAMP_DRAMP35701	test	1	1	0	pos_only
POS_DRAMP_DRAMP35702	train	1	1	0	pos_only
POS_DRAMP_DRAMP35703	train	1	1	0	pos_only
POS_DRAMP_DRAMP35704	train	1	1	0	pos_only
POS_DRAMP_DRAMP35705	train	1	1	0	pos_only
POS_DRAMP_DRAMP35707	train	1	1	0	pos_only
POS_DRAMP_DRAMP35708	val	1	1	0	pos_only
POS_DRAMP_DRAMP35709	train	1	1	0	pos_only
POS_DRAMP_DRAMP35710	train	1	1	0	pos_only
POS_DRAMP_DRAMP35713	val	1	1	0	pos_only
POS_DRAMP_DRAMP35714	val	1	1	0	pos_only
POS_DRAMP_DRAMP35715	train	1	1	0	pos_only
POS_DRAMP_DRAMP35716	train	1	1	0	pos_only
POS_DRAMP_DRAMP35717	train	2	2	0	pos_only
POS_DRAMP_DRAMP35720	train	1	1	0	pos_only
POS_DRAMP_DRAMP35722	train	1	1	0	pos_only
POS_DRAMP_DRAMP35723	train	1	1	0	pos_only
POS_DRAMP_DRAMP35724	train	1	1	0	pos_only
POS_DRAMP_DRAMP35730	test	1	1	0	pos_only
POS_DRAMP_DRAMP35731	test	1	1	0	pos_only
POS_DRAMP_DRAMP35732	train	1	1	0	pos_only
POS_DRAMP_DRAMP35735	test	1	1	0	pos_only
POS_DRAMP_DRAMP35736	train	1	1	0	pos_only
POS_DRAMP_DRAMP35738	train	2	2	0	pos_only
POS_DRAMP_DRAMP35739	val	1	1	0	pos_only
POS_DRAMP_DRAMP35740	train	1	1	0	pos_only
POS_DRAMP_DRAMP35741	train	1	1	0	pos_only
POS_DRAMP_DRAMP35746	train	1	1	0	pos_only
POS_DRAMP_DRAMP35747	train	1	1	0	pos_only
POS_DRAMP_DRAMP35752	test	4	4	0	pos_only
POS_DRAMP_DRAMP35758	test	1	1	0	pos_only
POS_DRAMP_DRAMP35759	test	1	1	0	pos_only
POS_DRAMP_DRAMP35762	train	1	1	0	pos_only
POS_DRAMP_DRAMP35763	train	1	1	0	pos_only
POS_DRAMP_DRAMP35764	val	1	1	0	pos_only
POS_DRAMP_DRAMP35765	val	1	1	0	pos_only
POS_DRAMP_DRAMP35766	test	1	1	0	pos_only
POS_DRAMP_DRAMP35768	train	1	1	0	pos_only
POS_DRAMP_DRAMP35770	train	1	1	0	pos_only
POS_DRAMP_DRAMP35771	train	1	1	0	pos_only
POS_DRAMP_DRAMP35772	train	1	1	0	pos_only
POS_DRAMP_DRAMP35773	test	1	1	0	pos_only
POS_DRAMP_DRAMP35774	test	2	2	0	pos_only
POS_DRAMP_DRAMP35777	test	4	4	0	pos_only
POS_DRAMP_DRAMP35783	train	2	2	0	pos_only
POS_DRAMP_DRAMP35785	train	1	1	0	pos_only
POS_DRAMP_DRAMP35786	test	1	1	0	pos_only
POS_DRAMP_DRAMP35787	train	1	1	0	pos_only
POS_DRAMP_DRAMP35788	test	1	1	0	pos_only
POS_DRAMP_DRAMP35789	train	1	1	0	pos_only
POS_DRAMP_DRAMP35790	train	1	1	0	pos_only
POS_DRAMP_DRAMP35791	train	1	1	0	pos_only
POS_DRAMP_DRAMP35792	train	5	5	0	pos_only
POS_DRAMP_DRAMP35794	val	3	3	0	pos_only
POS_DRAMP_DRAMP35795	train	1	1	0	pos_only
POS_DRAMP_DRAMP35796	train	1	1	0	pos_only
POS_DRAMP_DRAMP35797	train	1	1	0	pos_only
POS_DRAMP_DRAMP35798	val	1	1	0	pos_only
POS_DRAMP_DRAMP35799	test	2	2	0	pos_only
POS_DRAMP_DRAMP35801	train	1	1	0	pos_only
POS_DRAMP_DRAMP35802	train	1	1	0	pos_only
POS_DRAMP_DRAMP35803	train	1	1	0	pos_only
POS_DRAMP_DRAMP35804	train	1	1	0	pos_only
POS_DRAMP_DRAMP35805	train	1	1	0	pos_only
POS_DRAMP_DRAMP35806	train	1	1	0	pos_only
POS_DRAMP_DRAMP35807	val	1	1	0	pos_only
POS_DRAMP_DRAMP35809	test	1	1	0	pos_only
POS_DRAMP_DRAMP35810	test	1	1	0	pos_only
POS_DRAMP_DRAMP35811	val	1	1	0	pos_only
POS_DRAMP_DRAMP35812	val	1	1	0	pos_only
POS_DRAMP_DRAMP35816	train	1	1	0	pos_only
POS_DRAMP_DRAMP35837	test	1	1	0	pos_only
POS_DRAMP_DRAMP35838	train	1	1	0	pos_only
POS_DRAMP_DRAMP35839	train	1	1	0	pos_only
POS_DRAMP_DRAMP35840	test	1	1	0	pos_only
POS_DRAMP_DRAMP35848	train	1	1	0	pos_only
POS_DRAMP_DRAMP35858	train	1	1	0	pos_only
POS_DRAMP_DRAMP35859	train	1	1	0	pos_only
POS_DRAMP_DRAMP35860	train	1	1	0	pos_only
POS_DRAMP_DRAMP35861	train	1	1	0	pos_only
POS_DRAMP_DRAMP35862	train	1	1	0	pos_only
POS_DRAMP_DRAMP35864	val	1	1	0	pos_only
POS_DRAMP_DRAMP35865	train	1	1	0	pos_only
POS_DRAMP_DRAMP35867	test	1	1	0	pos_only
POS_DRAMP_DRAMP35868	train	1	1	0	pos_only
POS_DRAMP_DRAMP35869	train	2	2	0	pos_only
POS_DRAMP_DRAMP35870	train	1	1	0	pos_only
POS_DRAMP_DRAMP35872	train	1	1	0	pos_only
POS_DRAMP_DRAMP35873	train	1	1	0	pos_only
POS_DRAMP_DRAMP35904	val	1	1	0	pos_only
POS_DRAMP_DRAMP35905	train	1	1	0	pos_only
POS_DRAMP_DRAMP35906	train	1	1	0	pos_only
POS_DRAMP_DRAMP35907	train	1	1	0	pos_only
POS_DRAMP_DRAMP35908	train	1	1	0	pos_only
POS_DRAMP_DRAMP35909	train	1	1	0	pos_only
POS_DRAMP_DRAMP35910	train	1	1	0	pos_only
POS_DRAMP_DRAMP35911	train	1	1	0	pos_only
POS_DRAMP_DRAMP35933	train	7	7	0	pos_only
POS_DRAMP_DRAMP35941	train	2	2	0	pos_only
POS_DRAMP_DRAMP35942	test	1	1	0	pos_only
POS_DRAMP_DRAMP35943	train	4	4	0	pos_only
POS_DRAMP_DRAMP35947	test	1	1	0	pos_only
POS_DRAMP_DRAMP35948	test	2	2	0	pos_only
POS_DRAMP_DRAMP35953	train	1	1	0	pos_only
POS_DRAMP_DRAMP35954	train	1	1	0	pos_only
POS_DRAMP_DRAMP35955	train	1	1	0	pos_only
POS_DRAMP_DRAMP35956	train	1	1	0	pos_only
POS_DRAMP_DRAMP35965	test	1	1	0	pos_only
POS_DRAMP_DRAMP35966	train	1	1	0	pos_only
POS_DRAMP_DRAMP35967	test	1	1	0	pos_only
POS_DRAMP_DRAMP35970	train	1	1	0	pos_only
POS_DRAMP_DRAMP35971	train	1	1	0	pos_only
POS_DRAMP_DRAMP35973	train	1	1	0	pos_only
POS_DRAMP_DRAMP35974	val	1	1	0	pos_only
POS_DRAMP_DRAMP35977	test	7	7	0	pos_only
POS_DRAMP_DRAMP35978	train	1	1	0	pos_only
POS_DRAMP_DRAMP35986	train	1	1	0	pos_only
POS_DRAMP_DRAMP35990	train	1	1	0	pos_only
POS_DRAMP_DRAMP37378	train	1	1	0	pos_only
POS_DRAMP_DRAMP37379	test	1	1	0	pos_only
POS_DRAMP_DRAMP37380	val	1	1	0	pos_only
POS_DRAMP_DRAMP37382	train	1	1	0	pos_only
POS_DRAMP_DRAMP37383	train	1	1	0	pos_only
POS_DRAMP_DRAMP37384	train	1	1	0	pos_only
POS_DRAMP_DRAMP37385	train	2	2	0	pos_only
POS_DRAMP_DRAMP37386	test	1	1	0	pos_only
POS_DRAMP_DRAMP37387	val	1	1	0	pos_only
POS_DRAMP_DRAMP37388	train	1	1	0	pos_only
POS_DRAMP_DRAMP37390	train	1	1	0	pos_only
POS_DRAMP_DRAMP37391	val	1	1	0	pos_only
POS_DRAMP_DRAMP37392	train	1	1	0	pos_only
POS_DRAMP_DRAMP37393	test	1	1	0	pos_only
POS_DRAMP_DRAMP37395	train	1	1	0	pos_only
POS_DRAMP_DRAMP37396	train	1	1	0	pos_only
POS_DRAMP_DRAMP37397	val	1	1	0	pos_only
POS_DRAMP_DRAMP37398	train	1	1	0	pos_only
POS_DRAMP_DRAMP37399	test	8	8	0	pos_only
POS_DRAMP_DRAMP37407	val	2	2	0	pos_only
POS_DRAMP_DRAMP37408	train	1	1	0	pos_only
POS_DRAMP_DRAMP37409	train	1	1	0	pos_only
POS_DRAMP_DRAMP37410	train	1	1	0	pos_only
POS_DRAMP_DRAMP37411	train	1	1	0	pos_only
POS_DRAMP_DRAMP37412	train	1	1	0	pos_only
POS_DRAMP_DRAMP37414	train	1	1	0	pos_only
POS_DRAMP_DRAMP37415	test	1	1	0	pos_only
POS_DRAMP_DRAMP37416	train	1	1	0	pos_only
POS_DRAMP_DRAMP37417	train	1	1	0	pos_only
POS_DRAMP_DRAMP37418	test	1	1	0	pos_only
POS_DRAMP_DRAMP37419	train	1	1	0	pos_only
POS_DRAMP_DRAMP37420	train	1	1	0	pos_only
POS_DRAMP_DRAMP37421	train	1	1	0	pos_only
POS_DRAMP_DRAMP37422	train	1	1	0	pos_only
POS_DRAMP_DRAMP37423	val	1	1	0	pos_only
POS_DRAMP_DRAMP37424	val	1	1	0	pos_only
POS_DRAMP_DRAMP37429	val	1	1	0	pos_only
POS_DRAMP_DRAMP37430	test	1	1	0	pos_only
POS_DRAMP_DRAMP37432	train	1	1	0	pos_only
POS_DRAMP_DRAMP37433	train	1	1	0	pos_only
POS_DRAMP_DRAMP37437	train	1	1	0	pos_only
POS_DRAMP_DRAMP37438	train	1	1	0	pos_only
POS_DRAMP_DRAMP37439	train	1	1	0	pos_only
POS_DRAMP_DRAMP37440	train	1	1	0	pos_only
POS_DRAMP_DRAMP37441	train	1	1	0	pos_only
POS_DRAMP_DRAMP37442	train	1	1	0	pos_only
POS_DRAMP_DRAMP37443	train	1	1	0	pos_only
POS_DRAMP_DRAMP37445	test	1	1	0	pos_only
POS_DRAMP_DRAMP37447	val	32	32	0	pos_only
POS_DRAMP_DRAMP37448	test	2	2	0	pos_only
POS_DRAMP_DRAMP37449	test	1	1	0	pos_only
POS_DRAMP_DRAMP37450	train	1	1	0	pos_only
POS_DRAMP_DRAMP37451	test	1	1	0	pos_only
